sampleid	name	date	latitude	longitude	country	Brouns_A.20151106	Mazankova_primerA_20.20151201	Decewicz_Dziewit_Lodz_Aseq2.20160126	Decewicz_Dziewit_Lodz_Aseq5.20160303	Decewicz_Dziewit_Warsaw_Aseq2.20160303	Tyakht_Nov_287_A	Decewicz_Dziewit_Wyszkow_Aseq2.20160126	Decewicz_Dziewit_Wyszkow_Aseq2.20160303	Decewicz_Dziewit_Wyszkow_Aseq3.20160126	Decewicz_Dziewit_Wyszkow_Aseq3.20160303	Mazankova_primerA_22.20151201	Mazankova_primerA_14.20151201	Mazankova_primerA_13.20151201	Mazankova_primerA_18.20151201	Mazankova_primerA_12.20151201	Mazankova_primerA_10.20151201	Decewicz_Dziewit_Warsaw_Aseq1.20160303	Decewicz_Dziewit_Warsaw_Aseq1.20160126	Decewicz_Dziewit_Warsaw_Aseq3.20160126	Decewicz_Dziewit_Warsaw_Aseq4.20160303	Muniesa_E1_Gav_primerA.201510	Muniesa_1.1_Gav_primerA.201510	Muniesa_E23_Gav_primerA.201406	Muniesa_E13_Gav_primerA.201405	Muniesa_E8_ElPratdeLlobregat_primerA.201401	Muniesa_E2_Gav_primerA.201510	Muniesa_E4_Gav_primerA.201311	Muniesa_E7_Gav_primerA.201401	Muniesa_E32_Girona_primerA.201505	Muniesa_E14_ElPratdeLlobregat_primerA.201401	Mazankova_primerA_4.20151201	Mazankova_primerA_19.20151201	Decewicz_Dziewit_Oswiecim_Aseq5.20160303	Mazankova_primerA_9.20151201	Decewicz_Dziewit_Warsaw_Aseq2.20160126	Decewicz_Dziewit_Warsaw_Aseq4.20160126	Decewicz_Dziewit_Warsaw_Aseq5.20160303	Decewicz_Dziewit_Wyszkow_Aseq1.20160126	Decewicz_Dziewit_Wyszkow_Aseq1.20160303	Decewicz_Dziewit_Wyszkow_Aseq5.20160303	Decewicz_Dziewit_Oswiecim_Aseq2.20160303	Cinek_bin15_primerA.20151120	Cinek_bin16_primerA.20151120	Decewicz_Dziewit_Lodz_Aseq4.20160303	Strain_primerA.20151215	Decewicz_Dziewit_Oswiecim_Aseq1.20160303	Decewicz_Dziewit_Warsaw_Aseq3.20160303	Mazankova_primerA_2.20151201	Decewicz_Dziewit_Oswiecim_Aseq1.20160126	Decewicz_Dziewit_Oswiecim_Aseq3.20160303	DiazMunoz_Davis1_A	DiazMunoz_NYC_A	Lavigne.PrimerA.20160126	Tyakht_Spb_73_13P_A	Wagemans_A.20160412	Tyakht_OM_178_A	Decewicz_Dziewit_Oswiecim_Aseq2.20160126	Decewicz_Dziewit_Oswiecim_Aseq4.20160303	Mazankova_primerA_5.20151201	Cinek_bin79_primerA.20151120	Mazankova_primerA_7.20151201	Qimron_Ramallah_A_20151202	DiazMunoz_Davis3_A	Qimron_Qalqilyah_A_20151202	Mazankova_primerA_3.20151201	crAssphage_A	Decewicz_Dziewit_Lodz_Aseq1.20160303	Tyakht_Spb_105_45P_A	Mazankova_primerA_23.20151201	Cho_A.20160208	Qimron_Jericho_A_20151202	Mazankova_primerA_6.20151201	Qimron_Salfit_A_20151202	Mazankova_primerA_11.20151201	Decewicz_Dziewit_Lodz_Aseq3.20160303	Fineran_Dunedin_	Decewicz_Dziewit_Lodz_Aseq1.20160126	Decewicz_Dziewit_Lodz_Aseq2.20160303	Tyakht_Spb_74_14P_A	Cinek_bin08_primerA.20151120	Cinek_bin13_primerA.20151120	Decewicz_Dziewit_Wyszkow_Aseq4.20160303	Mazankova_primerA_16.20151201	Tyakht_Nov_282_A	Santos_A1.20160225	Cinek_bin11_primerA.20151120	Cinek_bin12_primerA.20151120	Cinek_bin14_primerA.20151120	Cinek_bin71_primerA.20151120	Cinek_bin56_primerA.20151120	Cinek_bin55_primerA.20151120	Fineran_Greymouth_A	Santos_A2.20160225	Edwards_A.20151002.S3	Edwards_A.20151209.S1	Edwards_A.20151209.S3	Edwards_A.20151209.S4	Edwards_A.20151209.S2	Santos_A10.20160225	Edwards_A.20151002.S2	Edwards_A.20151002.S1	Nigro_A.20161212.SandIsland	CazaresVinuesa_20160516	Nigro_A.20161212.Waianae	Zambrano_A.20160412.1	Santos_A9.20160225	Edwards_A.20151002.S4	Zambrano_A.20160412.s2
Decewicz_Dziewit_Oswiecim_Aseq1.20160126	Decewicz Dziewit Primer A Oswiecim 20160126	20160126	50.038062	19.321854	Poland	0.016746	0.026976	0.036225	0.036225	0.050328	0.044981	0.044394	0.044394	0.045684	0.045684	0.008954	0.010087	0.012944	0.007808	0.007872	0.011216	0.022401	0.017852	0.017852	0.017852	0.005611	0.005610	0.005615	0.005621	0.007877	0.006747	0.005610	0.005605	0.013461	0.013547	0.007807	0.009183	0.022417	0.010132	0.024687	0.024687	0.024687	0.018998	0.018998	0.017872	0.025830	0.024642	0.024642	0.028131	0.019016	0.021268	0.020103	0.006730	0.000000	0.000000	0.015626	0.012309	0.020112	0.021264	0.019059	0.030381	0.025852	0.025852	0.012727	0.014482	0.009062	0.018996	0.017912	0.017877	0.029264	0.030454	0.032704	0.029322	0.010290	0.031631	0.014462	0.012326	0.025853	0.024082	0.053782	0.010322	0.050416	0.050416	0.020313	0.055337	0.055337	0.076582	0.022023	0.069836	0.042040	0.135100	0.133651	0.133651	0.134434	0.130529	0.145190	0.007673	0.101140	0.108428	0.124014	0.078152	0.123771	0.163576	0.081158	0.106516	0.188872	0.204823	0.151058	0.201852	0.209822	0.145569	0.211942	0.246406
Decewicz_Dziewit_Oswiecim_Aseq3.20160303	Decewicz Dziewit Primer A Oswiecim 20160303	20160303	50.038062	19.321854	Poland	0.016746	0.026976	0.036225	0.036225	0.050328	0.044981	0.044394	0.044394	0.045684	0.045684	0.008954	0.010087	0.012944	0.007808	0.007872	0.011216	0.022401	0.017852	0.017852	0.017852	0.005611	0.005610	0.005615	0.005621	0.007877	0.006747	0.005610	0.005605	0.013461	0.013547	0.007807	0.009183	0.022417	0.010132	0.024687	0.024687	0.024687	0.018998	0.018998	0.017872	0.025830	0.024642	0.024642	0.028131	0.019016	0.021268	0.020103	0.006730	0.000000	0.000000	0.015626	0.012309	0.020112	0.021264	0.019059	0.030381	0.025852	0.025852	0.012727	0.014482	0.009062	0.018996	0.017912	0.017877	0.029264	0.030454	0.032704	0.029322	0.010290	0.031631	0.014462	0.012326	0.025853	0.024082	0.053782	0.010322	0.050416	0.050416	0.020313	0.055337	0.055337	0.076582	0.022023	0.069836	0.042040	0.135100	0.133651	0.133651	0.134434	0.130529	0.145190	0.007673	0.101140	0.108428	0.124014	0.078152	0.123771	0.163576	0.081158	0.106516	0.188872	0.204823	0.151058	0.201852	0.209822	0.145569	0.211942	0.246406
DiazMunoz_Davis1_A	DiazMunoz_Davis1_A	20160421	38.590894	121.666779	USA	0.006653	0.022401	0.031633	0.031633	0.035096	0.038736	0.039774	0.039774	0.029327	0.029327	0.003343	0.002229	0.000000	0.006693	0.005612	0.002230	0.007769	0.007764	0.007764	0.007764	0.003369	0.003368	0.003368	0.002247	0.004499	0.004501	0.003368	0.004489	0.004458	0.010154	0.006697	0.009173	0.024701	0.010132	0.020141	0.020141	0.020141	0.015618	0.015618	0.014496	0.015644	0.022369	0.022369	0.030425	0.020141	0.019003	0.023523	0.005601	0.015626	0.015626	0.000000	0.001110	0.005533	0.017860	0.004445	0.023535	0.023569	0.023569	0.004605	0.015600	0.007918	0.013346	0.000000	0.012241	0.009991	0.014499	0.026932	0.013372	0.003411	0.026872	0.006647	0.010070	0.013352	0.012534	0.050261	0.007715	0.042160	0.042160	0.014606	0.044675	0.044675	0.062982	0.015012	0.058783	0.024708	0.125407	0.123983	0.123983	0.125655	0.120932	0.135329	0.006382	0.080249	0.094138	0.108568	0.063870	0.104530	0.143298	0.068766	0.093264	0.181797	0.180498	0.132695	0.176498	0.208077	0.131700	0.197960	0.240025
DiazMunoz_NYC_A	DiazMunoz_NYC_A	20141214	40.7128	74.0059	USA	0.003335	0.016838	0.030619	0.030619	0.031770	0.036486	0.036438	0.036438	0.029499	0.029499	0.001115	0.000000	0.000000	0.005581	0.002246	0.001118	0.008925	0.008919	0.008919	0.008919	0.001124	0.001123	0.002247	0.001124	0.002251	0.002252	0.001124	0.002246	0.002232	0.009031	0.004468	0.004587	0.017974	0.004509	0.015704	0.015704	0.015704	0.014549	0.014549	0.013424	0.014579	0.017939	0.017939	0.023701	0.014560	0.015676	0.017927	0.004490	0.012309	0.012309	0.001110	0.000000	0.002220	0.012285	0.005585	0.017949	0.021366	0.021366	0.002311	0.008914	0.006794	0.013424	0.001112	0.007805	0.011179	0.015729	0.023664	0.013453	0.001138	0.025810	0.005558	0.005595	0.011186	0.011403	0.046963	0.007715	0.037648	0.037648	0.010125	0.041301	0.041301	0.062163	0.013882	0.053768	0.027174	0.122237	0.120812	0.120812	0.123569	0.119036	0.133473	0.005098	0.083853	0.093257	0.109453	0.064422	0.105403	0.142694	0.069165	0.089611	0.177960	0.179779	0.136044	0.172519	0.201848	0.132445	0.193972	0.235364
Lavigne.PrimerA.20160126	Lavigne Primer A 20160126	20160126	50.9598476	4.6350655	Belgium	0.007744	0.024653	0.037380	0.037380	0.039648	0.042455	0.043174	0.043174	0.037381	0.037381	0.004455	0.003342	0.004820	0.008917	0.006726	0.005579	0.014459	0.013318	0.013318	0.013318	0.004486	0.004484	0.004485	0.003366	0.005615	0.005618	0.004485	0.005603	0.004447	0.011267	0.008922	0.010308	0.026935	0.010113	0.022355	0.022355	0.022355	0.021210	0.021210	0.020085	0.018980	0.024581	0.024581	0.030348	0.021210	0.023458	0.026877	0.008971	0.020112	0.020112	0.005533	0.002220	0.000000	0.021190	0.010008	0.023491	0.028041	0.028041	0.010378	0.016676	0.011330	0.018966	0.005541	0.011087	0.018990	0.024722	0.032651	0.021296	0.005692	0.031612	0.009969	0.012283	0.014459	0.015943	0.053643	0.010307	0.043195	0.043195	0.016840	0.050392	0.050392	0.068939	0.016149	0.058652	0.036223	0.129165	0.127736	0.127736	0.129583	0.127344	0.141867	0.007662	0.090599	0.096561	0.115513	0.073528	0.112461	0.146527	0.072830	0.094284	0.184434	0.187142	0.144118	0.182515	0.212156	0.137014	0.202436	0.241909
Tyakht_Spb_73_13P_A	Tyakht Spb_73_13P_A primer A	20160301	59.57	30.18	Russia	0.020087	0.030391	0.047933	0.047933	0.050220	0.055084	0.049082	0.049082	0.047936	0.047936	0.011196	0.013448	0.016171	0.015674	0.012381	0.013460	0.026929	0.025751	0.025751	0.025751	0.012391	0.012388	0.012400	0.012413	0.013537	0.013546	0.012389	0.013509	0.016816	0.018104	0.014556	0.010316	0.028104	0.010118	0.023512	0.023512	0.023512	0.022363	0.022363	0.021236	0.031538	0.016693	0.016693	0.031525	0.022363	0.024617	0.025763	0.012367	0.021264	0.021264	0.017860	0.012285	0.021190	0.000000	0.022435	0.029216	0.029212	0.029212	0.013878	0.015568	0.013616	0.022382	0.017886	0.021220	0.031555	0.035097	0.033834	0.029317	0.013724	0.034030	0.020084	0.015684	0.026928	0.020561	0.050160	0.014203	0.043226	0.043226	0.022556	0.051628	0.051628	0.072683	0.026719	0.067757	0.049113	0.133265	0.131825	0.131825	0.132552	0.128727	0.143290	0.010233	0.108738	0.111408	0.127824	0.081655	0.122222	0.161613	0.089714	0.103810	0.195171	0.204014	0.159558	0.196267	0.210894	0.150126	0.217331	0.252131
Wagemans_A.20160412	Jeroen Wagemans Primer A	20160412	50.884089	4.6353904	Belgium	0.011142	0.028220	0.035194	0.035194	0.039837	0.041366	0.042226	0.042226	0.035231	0.035231	0.005597	0.004479	0.001609	0.006703	0.007888	0.005605	0.011144	0.010008	0.010008	0.010008	0.004503	0.004501	0.004502	0.003379	0.006772	0.005640	0.004502	0.005625	0.005592	0.011310	0.006707	0.010360	0.029385	0.010160	0.021309	0.021309	0.021309	0.017896	0.017896	0.016770	0.016804	0.023543	0.023543	0.031625	0.020182	0.021293	0.027007	0.006744	0.019059	0.019059	0.004445	0.005585	0.010008	0.022435	0.000000	0.027042	0.024750	0.024750	0.006938	0.017907	0.010235	0.015665	0.006687	0.014517	0.017955	0.022526	0.036293	0.019120	0.005714	0.024578	0.011140	0.013466	0.016799	0.014833	0.047963	0.010354	0.043440	0.043440	0.018056	0.045931	0.045931	0.069278	0.018572	0.060720	0.032892	0.125836	0.124407	0.124407	0.126051	0.121344	0.135796	0.007695	0.089630	0.096900	0.119693	0.075596	0.114733	0.157163	0.073228	0.097371	0.188344	0.187754	0.141963	0.183370	0.218153	0.134705	0.205015	0.248966
Tyakht_OM_178_A	Tyakht OM_178_A primer A	20160301	54.3933	72.4255	Russia	0.024660	0.037296	0.047917	0.047917	0.050301	0.048741	0.044371	0.044371	0.048013	0.048013	0.015727	0.016872	0.016176	0.019091	0.015807	0.019141	0.029261	0.032660	0.032660	0.032660	0.016949	0.016944	0.015811	0.015828	0.018104	0.016976	0.016946	0.018067	0.017970	0.021539	0.017970	0.013798	0.034988	0.018089	0.019009	0.019009	0.019009	0.033839	0.033839	0.032697	0.029289	0.028063	0.028063	0.029278	0.033839	0.038433	0.032612	0.015789	0.030381	0.030381	0.023535	0.017949	0.023491	0.029216	0.027042	0.000000	0.038481	0.038481	0.022085	0.024643	0.018224	0.026925	0.022421	0.023524	0.036155	0.032773	0.036130	0.031607	0.016043	0.035226	0.022339	0.022538	0.029259	0.018259	0.059723	0.018138	0.053918	0.053918	0.020303	0.058866	0.058866	0.070278	0.023205	0.069642	0.049096	0.132069	0.130631	0.130631	0.129908	0.130227	0.144847	0.016702	0.105678	0.115456	0.129460	0.084796	0.130188	0.164979	0.086849	0.110739	0.193689	0.202666	0.158256	0.198235	0.220257	0.154816	0.213785	0.259946
Decewicz_Dziewit_Oswiecim_Aseq2.20160126	Decewicz Dziewit Primer A Oswiecim 20160126	20160126	50.038062	19.321854	Poland	0.022360	0.037364	0.045556	0.045556	0.050189	0.057668	0.053827	0.053827	0.045558	0.045558	0.018000	0.019156	0.022774	0.020234	0.020386	0.019153	0.029227	0.025761	0.025761	0.025761	0.015810	0.015806	0.014674	0.014690	0.016963	0.016975	0.015807	0.015793	0.019083	0.022693	0.019083	0.019611	0.032708	0.018078	0.032669	0.032669	0.032669	0.024645	0.024645	0.023514	0.033853	0.034908	0.034908	0.038462	0.031533	0.022334	0.034938	0.015758	0.025852	0.025852	0.023569	0.021366	0.028041	0.029212	0.024750	0.038481	0.000000	0.000000	0.019736	0.022344	0.019358	0.026946	0.023582	0.025771	0.038538	0.037431	0.043167	0.036255	0.018375	0.041310	0.024626	0.022509	0.033819	0.026368	0.066898	0.020751	0.058669	0.058669	0.027183	0.049230	0.049230	0.075095	0.031454	0.075067	0.053917	0.136086	0.134639	0.134639	0.136838	0.131519	0.146164	0.017978	0.111902	0.122306	0.140413	0.094914	0.133858	0.173432	0.092660	0.113229	0.201682	0.211163	0.162772	0.208437	0.226993	0.148627	0.224148	0.254345
Decewicz_Dziewit_Oswiecim_Aseq4.20160303	Decewicz Dziewit Primer A Oswiecim 20160303	20160303	50.038062	19.321854	Poland	0.022360	0.037364	0.045556	0.045556	0.050189	0.057668	0.053827	0.053827	0.045558	0.045558	0.018000	0.019156	0.022774	0.020234	0.020386	0.019153	0.029227	0.025761	0.025761	0.025761	0.015810	0.015806	0.014674	0.014690	0.016963	0.016975	0.015807	0.015793	0.019083	0.022693	0.019083	0.019611	0.032708	0.018078	0.032669	0.032669	0.032669	0.024645	0.024645	0.023514	0.033853	0.034908	0.034908	0.038462	0.031533	0.022334	0.034938	0.015758	0.025852	0.025852	0.023569	0.021366	0.028041	0.029212	0.024750	0.038481	0.000000	0.000000	0.019736	0.022344	0.019358	0.026946	0.023582	0.025771	0.038538	0.037431	0.043167	0.036255	0.018375	0.041310	0.024626	0.022509	0.033819	0.026368	0.066898	0.020751	0.058669	0.058669	0.027183	0.049230	0.049230	0.075095	0.031454	0.075067	0.053917	0.136086	0.134639	0.134639	0.136838	0.131519	0.146164	0.017978	0.111902	0.122306	0.140413	0.094914	0.133858	0.173432	0.092660	0.113229	0.201682	0.211163	0.162772	0.208437	0.226993	0.148627	0.224148	0.254345
Mazankova_primerA_5.20151201	Mazankova primer A sample 5 20151201	20151201	49.8346453	18.2820442	Czech Republic	0.008066	0.019771	0.032880	0.032880	0.035265	0.039125	0.035268	0.035268	0.029284	0.029284	0.000000	0.001157	0.001693	0.002311	0.001161	0.001157	0.012727	0.011544	0.011544	0.011544	0.000000	0.000000	0.000000	0.000000	0.001164	0.001164	0.000000	0.001161	0.002311	0.008182	0.001154	0.002373	0.019742	0.002324	0.015056	0.015056	0.015056	0.013879	0.013879	0.012717	0.017423	0.016200	0.016200	0.025665	0.013891	0.012698	0.016191	0.000000	0.012727	0.012727	0.004605	0.002311	0.010378	0.013878	0.006938	0.022085	0.019736	0.019736	0.000000	0.011534	0.002344	0.010373	0.005767	0.011549	0.017398	0.019787	0.027990	0.016249	0.002361	0.026752	0.008051	0.006949	0.013877	0.012994	0.046149	0.008057	0.042612	0.042612	0.015190	0.041500	0.041500	0.066756	0.015591	0.058569	0.032877	0.124925	0.123449	0.123449	0.125191	0.120289	0.133759	0.005321	0.086645	0.098981	0.115886	0.072032	0.111244	0.148370	0.074453	0.092567	0.181111	0.199168	0.145949	0.194794	0.204264	0.121424	0.187746	0.237113
Cinek_bin79_primerA.20151120	Cinek lab sample bin79 primer A 20151120	20151120	61.505	23.815	Finland	0.015558	0.028093	0.040850	0.040850	0.045459	0.047465	0.044325	0.044325	0.043184	0.043184	0.007813	0.010064	0.012891	0.013418	0.008978	0.010064	0.022347	0.021183	0.021183	0.021183	0.005601	0.005599	0.005605	0.005611	0.006730	0.005610	0.005600	0.006717	0.010033	0.013521	0.011161	0.006855	0.016720	0.008977	0.021214	0.021214	0.021214	0.017816	0.017816	0.016695	0.024640	0.021175	0.021175	0.026908	0.020091	0.020057	0.021194	0.007835	0.014482	0.014482	0.015600	0.008914	0.016676	0.015568	0.017907	0.024643	0.022344	0.022344	0.011534	0.000000	0.007904	0.020088	0.015623	0.014438	0.026960	0.032773	0.033822	0.024702	0.009118	0.031618	0.015556	0.012287	0.020083	0.017099	0.054860	0.011585	0.042054	0.042054	0.015716	0.049191	0.049191	0.070133	0.020813	0.067645	0.046744	0.127747	0.126322	0.126322	0.126799	0.123263	0.137679	0.008932	0.104070	0.109963	0.126054	0.081612	0.123812	0.163396	0.079756	0.103742	0.190784	0.198619	0.153824	0.194402	0.206359	0.148482	0.215509	0.246472
Mazankova_primerA_7.20151201	Mazankova primer A sample 7 20151201	20151201	50.1226675	16.2131856	Czech Republic	0.006776	0.019402	0.032205	0.032205	0.039260	0.039221	0.036917	0.036917	0.030999	0.030999	0.001133	0.003407	0.001614	0.002265	0.002275	0.002271	0.012473	0.010180	0.010180	0.010180	0.001136	0.001135	0.001136	0.001138	0.002275	0.002275	0.001135	0.001134	0.003393	0.007995	0.001128	0.001157	0.018200	0.002278	0.009060	0.009060	0.009060	0.011319	0.011319	0.010182	0.018234	0.013604	0.013604	0.018226	0.012487	0.012465	0.013594	0.001134	0.009062	0.009062	0.007918	0.006794	0.011330	0.013616	0.010235	0.018224	0.019358	0.019358	0.002344	0.007904	0.000000	0.007909	0.009056	0.006786	0.018211	0.019386	0.023970	0.015919	0.003460	0.021247	0.004508	0.005669	0.010197	0.012756	0.045326	0.009102	0.037077	0.037077	0.011396	0.041842	0.041842	0.060436	0.014016	0.050583	0.032198	0.116643	0.115218	0.115218	0.116482	0.113458	0.127886	0.006438	0.087305	0.104041	0.116629	0.073671	0.111840	0.148332	0.073271	0.097710	0.186748	0.177773	0.141006	0.181336	0.198982	0.135789	0.205400	0.235957
Qimron_Ramallah_A_20151202	Qimron lab primer A 20151202	20151202	31.9	35.19	Israel	0.017843	0.032654	0.042003	0.042003	0.049056	0.043691	0.039670	0.039670	0.042004	0.042004	0.007817	0.010074	0.011284	0.011171	0.008995	0.010053	0.021249	0.018966	0.018966	0.018966	0.007856	0.007854	0.006730	0.006738	0.008991	0.008997	0.007855	0.008972	0.011182	0.012385	0.008928	0.011484	0.028071	0.010125	0.023529	0.023529	0.023529	0.024653	0.024653	0.023522	0.024691	0.025760	0.025760	0.029253	0.020133	0.024634	0.023462	0.006715	0.018996	0.018996	0.013346	0.013424	0.018966	0.022382	0.015665	0.026925	0.026946	0.026946	0.010373	0.020088	0.007909	0.000000	0.014483	0.012225	0.025761	0.031550	0.026894	0.021241	0.009125	0.019764	0.008853	0.016850	0.015578	0.017104	0.052609	0.010303	0.042143	0.042143	0.021440	0.051666	0.051666	0.065271	0.017320	0.051617	0.040802	0.122437	0.121023	0.121023	0.121236	0.117999	0.132290	0.008949	0.096321	0.111380	0.129208	0.082972	0.126725	0.161248	0.075545	0.107951	0.198238	0.200725	0.150648	0.199896	0.214153	0.145935	0.217187	0.243730
DiazMunoz_Davis3_A	DiazMunoz_Davis3_A	20160421	38.590894	121.666779	USA	0.006663	0.021287	0.032824	0.032824	0.033973	0.040050	0.040982	0.040982	0.029343	0.029343	0.003349	0.002231	0.000000	0.007825	0.005616	0.002234	0.010019	0.008891	0.008891	0.008891	0.003376	0.003375	0.003376	0.002252	0.004508	0.004511	0.003376	0.004499	0.004466	0.010177	0.007810	0.009167	0.023590	0.010142	0.019034	0.019034	0.019034	0.016764	0.016764	0.015639	0.015667	0.023552	0.023552	0.030473	0.020170	0.020155	0.023541	0.006726	0.017912	0.017912	0.000000	0.001112	0.005541	0.017886	0.006687	0.022421	0.023582	0.023582	0.005767	0.015623	0.009056	0.014483	0.000000	0.012259	0.008885	0.013392	0.025823	0.013392	0.003410	0.029311	0.007768	0.011194	0.012245	0.012536	0.051510	0.007715	0.042223	0.042223	0.013487	0.045902	0.045902	0.063032	0.014996	0.058843	0.027036	0.125511	0.124086	0.124086	0.125764	0.121032	0.135442	0.006382	0.083365	0.095547	0.110417	0.065533	0.106391	0.143094	0.071667	0.092048	0.180292	0.182612	0.137065	0.177898	0.208455	0.134784	0.196314	0.238130
Qimron_Qalqilyah_A_20151202	Qimron lab primer A 20151202	20151202	32.18	34.97	Israel	0.009974	0.024688	0.040864	0.040864	0.043137	0.043749	0.043192	0.043192	0.040865	0.040865	0.005575	0.006700	0.006426	0.010050	0.006732	0.007819	0.017832	0.015566	0.015566	0.015566	0.003359	0.003358	0.003358	0.002241	0.004485	0.004488	0.003359	0.004476	0.005564	0.007864	0.007809	0.008018	0.024665	0.006732	0.017840	0.017840	0.017840	0.021218	0.021218	0.020093	0.018987	0.020062	0.020062	0.021243	0.018977	0.021202	0.024612	0.005595	0.017877	0.017877	0.012241	0.007805	0.011087	0.021220	0.014517	0.023524	0.025771	0.025771	0.011549	0.014438	0.006786	0.012225	0.012259	0.000000	0.024686	0.030479	0.030399	0.020160	0.006836	0.025688	0.009973	0.011179	0.007748	0.017101	0.051359	0.009014	0.043256	0.043256	0.017992	0.052783	0.052783	0.066462	0.015003	0.055115	0.042075	0.122425	0.121011	0.121011	0.122576	0.120642	0.134998	0.006382	0.098128	0.106165	0.126249	0.081731	0.125556	0.156903	0.074211	0.102497	0.192228	0.192161	0.151198	0.192928	0.208079	0.139932	0.210770	0.239596
Mazankova_primerA_3.20151201	Mazankova primer A sample 3 20151201	20151201	50.6604875	14.0406928	Czech Republic	0.019007	0.028060	0.040873	0.040873	0.043231	0.045009	0.049137	0.049137	0.037332	0.037332	0.013443	0.012332	0.004817	0.019102	0.014672	0.014587	0.022402	0.020133	0.020133	0.020133	0.015825	0.015821	0.015822	0.014703	0.016979	0.016990	0.015822	0.016944	0.018009	0.022714	0.017971	0.019630	0.030431	0.019226	0.031589	0.031589	0.031589	0.029287	0.029287	0.028147	0.027037	0.037312	0.037312	0.044376	0.032721	0.032696	0.026921	0.018049	0.029264	0.029264	0.009991	0.011179	0.018990	0.031555	0.017955	0.036155	0.038538	0.038538	0.017398	0.026960	0.018211	0.025761	0.008885	0.024686	0.000000	0.014441	0.028031	0.017846	0.011416	0.037680	0.018967	0.022550	0.021256	0.022947	0.059815	0.011589	0.050454	0.050454	0.027175	0.056603	0.056603	0.070296	0.020814	0.064117	0.030368	0.133509	0.132066	0.132066	0.132746	0.128960	0.143436	0.014128	0.087488	0.108774	0.127655	0.079778	0.123726	0.156452	0.082606	0.107873	0.195092	0.195057	0.146358	0.186677	0.216672	0.150286	0.212108	0.255188
crAssphage_A	crAssphage Primer A	20140724	0.0	0.0	crAssphage A	0.022462	0.029273	0.037400	0.037400	0.042123	0.046332	0.048078	0.048078	0.033912	0.033912	0.016880	0.015767	0.004821	0.020286	0.015853	0.018035	0.021296	0.023572	0.023572	0.023572	0.018136	0.018131	0.018132	0.017012	0.020458	0.019309	0.018132	0.019256	0.021473	0.025055	0.019134	0.017333	0.031657	0.020401	0.025891	0.025891	0.025891	0.025888	0.025888	0.024751	0.030556	0.033895	0.033895	0.040931	0.036272	0.033896	0.028130	0.018069	0.030454	0.030454	0.014499	0.015729	0.024722	0.035097	0.022526	0.032773	0.037431	0.037431	0.019787	0.032773	0.019386	0.031550	0.013392	0.030479	0.014441	0.000000	0.029243	0.025844	0.011429	0.043797	0.024692	0.020306	0.029303	0.024138	0.063498	0.014222	0.060101	0.060101	0.028397	0.051879	0.051879	0.067919	0.024398	0.064248	0.031560	0.130942	0.129504	0.129504	0.130069	0.126412	0.140999	0.014137	0.087616	0.112980	0.124382	0.076681	0.122268	0.158231	0.088362	0.109515	0.192759	0.197177	0.147992	0.190398	0.220361	0.150316	0.209470	0.258758
Decewicz_Dziewit_Lodz_Aseq1.20160303	Decewicz Dziewit Primer A Lodz 20160303	20160303	51.727940	19.347618	Poland	0.031545	0.041929	0.056207	0.056207	0.056182	0.047428	0.046612	0.046612	0.043049	0.043049	0.021415	0.022572	0.024377	0.025942	0.019236	0.024832	0.037338	0.034989	0.034989	0.034989	0.022668	0.022662	0.020386	0.020408	0.022694	0.023851	0.022664	0.023810	0.029434	0.026147	0.024822	0.017268	0.023482	0.024988	0.032733	0.032733	0.032733	0.036176	0.036176	0.035029	0.040880	0.039603	0.039603	0.029214	0.038492	0.040784	0.032638	0.023790	0.032704	0.032704	0.026932	0.023664	0.032651	0.033834	0.036293	0.036130	0.043167	0.043167	0.027990	0.033822	0.023970	0.026894	0.025823	0.030399	0.028031	0.029243	0.000000	0.034977	0.014861	0.041296	0.026904	0.025974	0.031519	0.029922	0.069375	0.020745	0.059937	0.059937	0.035307	0.060068	0.060068	0.061504	0.026694	0.073281	0.038351	0.124791	0.123376	0.123376	0.122231	0.120343	0.133262	0.020603	0.094706	0.125015	0.136550	0.094515	0.139985	0.168369	0.099765	0.121596	0.206037	0.216348	0.163339	0.207087	0.225036	0.166546	0.227102	0.244272
