#Sequence ID	name	method	country	date	latlon	latitude	longitude	locality	lat_lon
Montreal|20100721|Canada|1	SRA Sample SRR2583985 1	haplotype called by gretel version 0.0.8	Canada	20100721	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Madrid|20090101|Spain|79	SRA Sample ERR414370 3	haplotype called by gretel version 0.0.8	Spain	20090101	40.463667,-3.74922	40.463667	-3.74922	Madrid	
Stegen|20121206|Germany|2	SRA Sample SRR1616982 2	haplotype called by gretel version 0.0.8	Germany	20121206	48,8	48	8	Stegen	48 N 8 E
Madrid|20090101|Spain|33	SRA Sample ERR209793 3	haplotype called by gretel version 0.0.8	Spain	20090101	40.463667,-3.74922	40.463667	-3.74922	Madrid	
Lanzhou_Shi|20110101|China|208	SRA Sample ERR527135 169	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Kjellerup|20090101|Denmark|411	SRA Sample ERR321293 3	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|963	SRA Sample SRR4074332 223	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|990	SRA Sample SRR4074332 250	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Girona|20141125|Spain|14	SRA Sample SRR2097333 14	haplotype called by gretel version 0.0.8	Spain	20141125	42.025312,2.831897	42.025312	2.831897	Girona	42.025312 N 2.831897 E
Niederdorla|20100201|Germany|27	SRA Sample SRR2155368 23	haplotype called by gretel version 0.0.8	Germany	20100201	51.165691,10.451526	51.165691	10.451526	Niederdorla	
Roma|20130101|Italy|421	SRA Sample SRR4074260 416	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|669	SRA Sample SRR4074260 664	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|1010	SRA Sample SRR4074332 270	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Montreal|20101118|Canada|24	SRA Sample SRR2565925 24	haplotype called by gretel version 0.0.8	Canada	20101118	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Roma|20130101|Italy|5	SRA Sample SRR4074305 5	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Dallas|20140616|USA|87	SRA Sample SRR3160438 87	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Division_No_18|20101001|Canada|38	SRA Sample SRR1554402 4	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Kjellerup|20090101|Denmark|96	SRA Sample ERR321530 39	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|672	SRA Sample SRR4074260 667	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|1110	SRA Sample SRR4074332 370	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|353	SRA Sample ERR321523 85	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Lanzhou_Shi|20110101|China|37	SRA Sample ERR527073 19	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|1120	SRA Sample SRR4074314 4	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20110101|China|204	SRA Sample ERR527135 165	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Kjellerup|20090101|Denmark|266	SRA Sample ERR321591 59	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Xilinguole_Meng|20101001|China|18	SRA Sample SRR3993056 18	haplotype called by gretel version 0.0.8	China	20101001	43.95,116.35	43.95	116.35	Xilinguole Meng	43.95 N 116.35 E
Roma|20130101|Italy|988	SRA Sample SRR4074332 248	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|609	SRA Sample ERR525890 6	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Lanzhou_Shi|20110101|China|205	SRA Sample ERR527135 166	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Evrange|20121018|Luxembourg|35	SRA Sample SRR3313045 35	haplotype called by gretel version 0.0.8	Luxembourg	20121018	49.5,6.2	49.5	6.2	Evrange	49.5 N 6.2 E
Kjellerup|20090101|Denmark|365	SRA Sample ERR321523 97	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|773	SRA Sample SRR4074332 33	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Montreal|20100416|Canada|2	SRA Sample SRR2566059 2	haplotype called by gretel version 0.0.8	Canada	20100416	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Roma|20130101|Italy|563	SRA Sample SRR4074260 558	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20110101|China|169	SRA Sample ERR527135 130	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|279	SRA Sample SRR4074260 274	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Niederdorla|20100201|Germany|9	SRA Sample SRR2155368 5	haplotype called by gretel version 0.0.8	Germany	20100201	51.165691,10.451526	51.165691	10.451526	Niederdorla	
Courtaboeuf_Cedex|20050101|France|27	SRA Sample ERR479395 14	haplotype called by gretel version 0.0.8	France	20050101	46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	
Roma|20130101|Italy|992	SRA Sample SRR4074332 252	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|1098	SRA Sample SRR4074332 358	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|200	SRA Sample ERR525843 31	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|173	SRA Sample ERR525843 4	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Ghan|20120101|Australia|16	SRA Sample ERR505085 15	haplotype called by gretel version 0.0.8	Australia	20120101	-25.274398,133.775136	-25.274398	133.775136	Ghan	
Montreal|20100325|Canada|70	SRA Sample SRR2566056 70	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Kjellerup|20090101|Denmark|654	SRA Sample ERR525967 33	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|1063	SRA Sample SRR4074332 323	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|460	SRA Sample ERR525802 27	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|570	SRA Sample SRR4074260 565	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|655	SRA Sample SRR4074260 650	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|548	SRA Sample ERR321275 60	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|766	SRA Sample SRR4074332 26	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Madrid|20090101|Spain|51	SRA Sample ERR209793 21	haplotype called by gretel version 0.0.8	Spain	20090101	40.463667,-3.74922	40.463667	-3.74922	Madrid	
Roma|20130101|Italy|273	SRA Sample SRR4074260 268	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|344	SRA Sample ERR321523 76	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|11	SRA Sample SRR4074260 6	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|775	SRA Sample SRR4074332 35	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|1015	SRA Sample SRR4074332 275	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|320	SRA Sample SRR4074260 315	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|734	SRA Sample SRR4074260 729	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Montreal|20100325|Canada|56	SRA Sample SRR2566056 56	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Kjellerup|20090101|Denmark|727	SRA Sample ERR321569 25	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|480	SRA Sample ERR525813 6	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Zhuhai_Shi|20140401|Hong_Kong|26	SRA Sample SRR2043641 26	haplotype called by gretel version 0.0.8	Hong Kong	20140401	22.15,114.10	22.15	114.10	Zhuhai Shi	22.15 N 114.10 E
Ghan|20120101|Australia|13	SRA Sample ERR505085 12	haplotype called by gretel version 0.0.8	Australia	20120101	-25.274398,133.775136	-25.274398	133.775136	Ghan	
Kjellerup|20090101|Denmark|489	SRA Sample ERR321275 1	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|639	SRA Sample ERR525967 18	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|893	SRA Sample SRR4074332 153	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Dallas|20140616|USA|233	SRA Sample SRR3160438 233	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Lanzhou_Shi|20140101|China|80	SRA Sample ERR1190643 2	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|1088	SRA Sample SRR4074332 348	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20140101|China|82	SRA Sample ERR1190712 1	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20110101|China|35	SRA Sample ERR527073 17	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Montreal|20100519|Canada|1	SRA Sample SRR2565548 1	haplotype called by gretel version 0.0.8	Canada	20100519	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Kjellerup|20090101|Denmark|457	SRA Sample ERR525802 24	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Baltimore|20140608|USA|14	SRA Sample SRR4435814 12	haplotype called by gretel version 0.0.8	USA	20140608	39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi|20140101|China|107	SRA Sample ERR1190584 6	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20120101|China|1	SRA Sample ERR589807 1	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20120101|China|34	SRA Sample ERR1018221 1	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20120101|China|197	SRA Sample ERR1018191 14	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|718	SRA Sample SRR4074260 713	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|524	SRA Sample SRR4074260 519	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Courtaboeuf_Cedex|20050101|France|48	SRA Sample ERR479237 4	haplotype called by gretel version 0.0.8	France	20050101	46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	
Dallas|20140616|USA|182	SRA Sample SRR3160438 182	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Roma|20130101|Italy|1127	SRA Sample SRR4074314 11	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Courtaboeuf_Cedex|20050101|France|34	SRA Sample ERR479395 21	haplotype called by gretel version 0.0.8	France	20050101	46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	
Kjellerup|20090101|Denmark|646	SRA Sample ERR525967 25	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|359	SRA Sample ERR321523 91	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|669	SRA Sample ERR321574 3	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|89	SRA Sample SRR4074260 84	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Zhuhai_Shi|20140401|Hong_Kong|17	SRA Sample SRR2043641 17	haplotype called by gretel version 0.0.8	Hong Kong	20140401	22.15,114.10	22.15	114.10	Zhuhai Shi	22.15 N 114.10 E
Roma|20130101|Italy|383	SRA Sample SRR4074260 378	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|388	SRA Sample ERR414235 14	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|709	SRA Sample ERR321569 7	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|440	SRA Sample ERR525802 7	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Lanzhou_Shi|20110101|China|84	SRA Sample ERR527135 45	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20140101|China|106	SRA Sample ERR1190584 5	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Kjellerup|20090101|Denmark|597	SRA Sample ERR321572 31	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Dallas|20140616|USA|162	SRA Sample SRR3160438 162	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Lanzhou_Shi|20110101|China|19	SRA Sample ERR527073 1	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|635	SRA Sample SRR4074260 630	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|424	SRA Sample ERR209509 10	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|44	SRA Sample ERR321466 2	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Madrid|20090101|Spain|73	SRA Sample ERR209796 7	haplotype called by gretel version 0.0.8	Spain	20090101	40.463667,-3.74922	40.463667	-3.74922	Madrid	
Roma|20130101|Italy|360	SRA Sample SRR4074260 355	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Jyvaskyla|20040602|Finland|1	SRA Sample SRR2297851 1	haplotype called by gretel version 0.0.8	Finland	20040602	61.92411,25.748151	61.92411	25.748151	Jyvaskyla	
Roma|20130101|Italy|1125	SRA Sample SRR4074314 9	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20110101|China|143	SRA Sample ERR527135 104	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|413	SRA Sample SRR4074260 408	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|244	SRA Sample ERR321591 37	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|212	SRA Sample SRR4074260 207	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|391	SRA Sample SRR4074260 386	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|802	SRA Sample SRR4074332 62	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|470	SRA Sample ERR525802 37	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Courtaboeuf_Cedex|20050101|France|75	SRA Sample ERR479386 8	haplotype called by gretel version 0.0.8	France	20050101	46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	
Lanzhou_Shi|20120101|China|187	SRA Sample ERR1018191 4	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|484	SRA Sample SRR4074260 479	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|586	SRA Sample SRR4074260 581	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20110101|China|213	SRA Sample ERR527135 174	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20110101|China|99	SRA Sample ERR527135 60	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Niederdorla|20091101|Germany|3	SRA Sample SRR2155356 3	haplotype called by gretel version 0.0.8	Germany	20091101	51.165691,10.451526	51.165691	10.451526	Niederdorla	
Division_No_18|20101001|Canada|32	SRA Sample SRR1554403 32	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Kjellerup|20090101|Denmark|208	SRA Sample ERR321591 1	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|313	SRA Sample SRR4074260 308	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|187	SRA Sample ERR525843 18	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|994	SRA Sample SRR4074332 254	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Evrange|20120921|Luxembourg|8	SRA Sample SRR3313062 8	haplotype called by gretel version 0.0.8	Luxembourg	20120921	49.5,6.2	49.5	6.2	Evrange	49.5 N 6.2 E
Roma|20130101|Italy|238	SRA Sample SRR4074260 233	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20140101|China|95	SRA Sample ERR1190714 7	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Division_No_18|20101001|Canada|96	SRA Sample SRR1554402 62	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Roma|20130101|Italy|544	SRA Sample SRR4074260 539	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Courtaboeuf_Cedex|20050101|France|23	SRA Sample ERR479395 10	haplotype called by gretel version 0.0.8	France	20050101	46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	
Kjellerup|20090101|Denmark|265	SRA Sample ERR321591 58	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Lanzhou_Shi|20110101|China|192	SRA Sample ERR527135 153	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20120101|China|188	SRA Sample ERR1018191 5	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|271	SRA Sample SRR4074260 266	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Montreal|20100721|Canada|4	SRA Sample SRR2583985 4	haplotype called by gretel version 0.0.8	Canada	20100721	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Montreal|20100416|Canada|17	SRA Sample SRR2566059 17	haplotype called by gretel version 0.0.8	Canada	20100416	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Dallas|20140616|USA|134	SRA Sample SRR3160438 134	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Lanzhou_Shi|20130101|China|12	SRA Sample ERR1578694 12	haplotype called by gretel version 0.0.8	China	20130101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|129	SRA Sample SRR4074260 124	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Dallas|20140616|USA|59	SRA Sample SRR3160438 59	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Madrid|20090101|Spain|38	SRA Sample ERR209793 8	haplotype called by gretel version 0.0.8	Spain	20090101	40.463667,-3.74922	40.463667	-3.74922	Madrid	
Evrange|20120907|Luxembourg|6	SRA Sample SRR3313044 6	haplotype called by gretel version 0.0.8	Luxembourg	20120907	49.5,6.2	49.5	6.2	Evrange	49.5 N 6.2 E
Lanzhou_Shi|20120101|China|184	SRA Sample ERR1018191 1	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Montreal|20101118|Canada|63	SRA Sample SRR2565925 63	haplotype called by gretel version 0.0.8	Canada	20101118	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Kjellerup|20090101|Denmark|267	SRA Sample ERR321591 60	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Lanzhou_Shi|20140101|China|126	SRA Sample ERR1190855 1	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Madrid|20090101|Spain|72	SRA Sample ERR209796 6	haplotype called by gretel version 0.0.8	Spain	20090101	40.463667,-3.74922	40.463667	-3.74922	Madrid	
Lanzhou_Shi|20110101|China|252	SRA Sample ERR532383 1	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20120101|China|123	SRA Sample ERR1018235 4	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Division_No_18|20101001|Canada|15	SRA Sample SRR1554403 15	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Evrange|20121018|Luxembourg|28	SRA Sample SRR3313045 28	haplotype called by gretel version 0.0.8	Luxembourg	20121018	49.5,6.2	49.5	6.2	Evrange	49.5 N 6.2 E
Lanzhou_Shi|20140101|China|79	SRA Sample ERR1190643 1	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Dallas|20140616|USA|234	SRA Sample SRR3160438 234	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Roma|20130101|Italy|497	SRA Sample SRR4074260 492	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|729	SRA Sample ERR321327 1	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|270	SRA Sample ERR321523 2	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|665	SRA Sample ERR321492 5	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Lanzhou_Shi|20110101|China|130	SRA Sample ERR527135 91	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Dallas|20140616|USA|47	SRA Sample SRR3160438 47	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Dallas|20140616|USA|61	SRA Sample SRR3160438 61	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Baltimore|20140609|USA|4	SRA Sample SRR4435767 2	haplotype called by gretel version 0.0.8	USA	20140609	39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	39.288462639338995 N 76.62594594061375 W
