#Sequence ID	name	method	country	date	lat_lon	latlon	latitude	longitude	locality
Lanzhou_Shi|20120101|China|317	SRA Sample ERR1018206 187	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Montreal|20101118|Canada|2	SRA Sample SRR2565925 2	haplotype called by gretel version 0.0.8	Canada	20101118	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Kjellerup|20090101|Denmark|64	SRA Sample ERR525843 3	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Courtaboeuf_Cedex|20050101|France|8	SRA Sample ERR479369 8	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Roma|20130101|Italy|193	SRA Sample SRR4074260 187	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|146	SRA Sample SRR4074260 140	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|466	SRA Sample SRR4074260 460	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|270	SRA Sample ERR527107 259	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|133	SRA Sample ERR1018206 3	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Montreal|20100325|Canada|119	SRA Sample SRR2566056 119	haplotype called by gretel version 0.0.8	Canada	20100325	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Roma|20130101|Italy|382	SRA Sample SRR4074260 376	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|596	SRA Sample ERR527107 585	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|885	SRA Sample ERR527135 5	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|413	SRA Sample SRR4074260 407	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|19	SRA Sample ERR527107 8	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|95	SRA Sample ERR527107 84	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|199	SRA Sample ERR527107 188	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|708	SRA Sample ERR589821 8	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Independence|20120705|USA|3	SRA Sample SRR2940947 3	haplotype called by gretel version 0.0.8	USA	20120705		37.09024,-95.712891	37.09024	-95.712891	Independence
Roma|20130101|Italy|377	SRA Sample SRR4074260 371	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Dallas|20140616|USA|72	SRA Sample SRR3160438 72	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Lanzhou_Shi|20110101|China|348	SRA Sample ERR527107 337	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Montreal|20100325|Canada|30	SRA Sample SRR2566056 30	haplotype called by gretel version 0.0.8	Canada	20100325	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Dallas|20140616|USA|78	SRA Sample SRR3160438 78	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Dallas|20140616|USA|162	SRA Sample SRR3160438 162	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Kjellerup|20090101|Denmark|144	SRA Sample ERR525967 1	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Lanzhou_Shi|20120101|China|229	SRA Sample ERR1018206 99	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|909	SRA Sample SRR4074332 20	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|224	SRA Sample ERR527107 213	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Baltimore|20140623|USA|1	SRA Sample SRR4435731 1	haplotype called by gretel version 0.0.8	USA	20140623	39.288462639338995 N 76.62594594061375 W	39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore
Dallas|20140616|USA|8	SRA Sample SRR3160438 8	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Lanzhou_Shi|20120101|China|301	SRA Sample ERR1018206 171	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|668	SRA Sample ERR1018290 1	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|760	SRA Sample ERR527107 749	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Niederdorla|20100201|Germany|8	SRA Sample SRR2155368 7	haplotype called by gretel version 0.0.8	Germany	20100201		51.165691,10.451526	51.165691	10.451526	Niederdorla
Lanzhou_Shi|20120101|China|18	SRA Sample ERR1018201 15	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|942	SRA Sample SRR4074332 53	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20140101|China|50	SRA Sample ERR1190954 3	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1140	SRA Sample SRR4074332 251	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|1008	SRA Sample ERR527135 128	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|766	SRA Sample ERR589824 20	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|766	SRA Sample ERR527107 755	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Kjellerup|20090101|Denmark|118	SRA Sample ERR321612 1	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Dallas|20140616|USA|84	SRA Sample SRR3160438 84	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Roma|20130101|Italy|123	SRA Sample SRR4074260 117	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Niederdorla|20100201|Germany|21	SRA Sample SRR2155368 20	haplotype called by gretel version 0.0.8	Germany	20100201		51.165691,10.451526	51.165691	10.451526	Niederdorla
Madrid|20090101|Spain|11	SRA Sample ERR209824 6	haplotype called by gretel version 0.0.8	Spain	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid
Roma|20130101|Italy|239	SRA Sample SRR4074260 233	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Courtaboeuf_Cedex|20050101|France|31	SRA Sample ERR479366 11	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Lanzhou_Shi|20140101|China|101	SRA Sample ERR1190584 10	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Montreal|20100107|Canada|5	SRA Sample SRR2565986 5	haplotype called by gretel version 0.0.8	Canada	20100107	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Kjellerup|20090101|Denmark|148	SRA Sample ERR525967 5	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Lanzhou_Shi|20110101|China|647	SRA Sample ERR527107 636	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|827	SRA Sample ERR589824 81	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|429	SRA Sample ERR1018206 299	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|444	SRA Sample SRR4074260 438	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|1192	SRA Sample SRR4074332 303	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|963	SRA Sample ERR527135 83	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Niederdorla|20100501|Germany|3	SRA Sample SRR2155386 3	haplotype called by gretel version 0.0.8	Germany	20100501		51.165691,10.451526	51.165691	10.451526	Niederdorla
Lanzhou_Shi|20120101|China|295	SRA Sample ERR1018206 165	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1268	SRA Sample SRR4074332 379	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|78	SRA Sample ERR1018213 21	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|394	SRA Sample ERR527107 383	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Kjellerup|20090101|Denmark|78	SRA Sample ERR321523 4	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Lanzhou_Shi|20120101|China|447	SRA Sample ERR1018206 317	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|870	SRA Sample ERR527055 1	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|95	SRA Sample SRR4074260 89	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|1266	SRA Sample SRR4074332 377	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|821	SRA Sample ERR589824 75	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Zhuhai_Shi|20140401|Hong_Kong|5	SRA Sample SRR2043641 5	haplotype called by gretel version 0.0.8	Hong_Kong	20140401	22.15 N 114.10 E	22.15,114.10	22.15	114.10	Zhuhai Shi
Montreal|20100325|Canada|7	SRA Sample SRR2566056 7	haplotype called by gretel version 0.0.8	Canada	20100325	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Roma|20130101|Italy|272	SRA Sample SRR4074260 266	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|306	SRA Sample ERR1018206 176	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Niederdorla|20100201|Germany|7	SRA Sample SRR2155368 6	haplotype called by gretel version 0.0.8	Germany	20100201		51.165691,10.451526	51.165691	10.451526	Niederdorla
Jyvaskyla|20040831|Finland|3	SRA Sample SRR2297849 3	haplotype called by gretel version 0.0.8	Finland	20040831		61.92411,25.748151	61.92411	25.748151	Jyvaskyla
Montreal|20101118|Canada|1	SRA Sample SRR2565925 1	haplotype called by gretel version 0.0.8	Canada	20101118	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Roma|20130101|Italy|435	SRA Sample SRR4074260 429	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|823	SRA Sample ERR527107 812	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|895	SRA Sample ERR527135 15	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Dallas|20140616|USA|105	SRA Sample SRR3160438 105	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Lanzhou_Shi|20110101|China|21	SRA Sample ERR527107 10	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1254	SRA Sample SRR4074332 365	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|981	SRA Sample ERR527135 101	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Dallas|20140616|USA|128	SRA Sample SRR3160438 128	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Lanzhou_Shi|20110101|China|983	SRA Sample ERR527135 103	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|457	SRA Sample ERR527107 446	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20140101|China|120	SRA Sample ERR1190584 29	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|170	SRA Sample ERR1018206 40	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|830	SRA Sample ERR527104 3	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lincoln|20121005|USA|1	SRA Sample SRR3737026 1	haplotype called by gretel version 0.0.8	USA	20121005	40.829 N 96.667 W	40.829,-96.667	40.829	-96.667	Lincoln
Roma|20130101|Italy|789	SRA Sample SRR4074260 783	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|677	SRA Sample ERR527107 666	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1274	SRA Sample SRR4074332 385	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|861	SRA Sample SRR4074260 855	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Montreal|20101118|Canada|19	SRA Sample SRR2565925 19	haplotype called by gretel version 0.0.8	Canada	20101118	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Lanzhou_Shi|20110101|China|952	SRA Sample ERR527135 72	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20140101|China|110	SRA Sample ERR1190584 19	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|984	SRA Sample SRR4074332 95	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|680	SRA Sample SRR4074260 674	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|437	SRA Sample SRR4074260 431	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|486	SRA Sample SRR4074260 480	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|235	SRA Sample ERR527107 224	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|244	SRA Sample SRR4074260 238	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|330	SRA Sample SRR4074260 324	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|247	SRA Sample SRR4074260 241	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|387	SRA Sample ERR527107 376	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Division_No_18|20101001|Canada|6	SRA Sample SRR1554403 6	haplotype called by gretel version 0.0.8	Canada	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18
Lanzhou_Shi|20120101|China|822	SRA Sample ERR589824 76	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|516	SRA Sample SRR4074260 510	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20140101|China|9	SRA Sample ERR1190711 6	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Montreal|20100325|Canada|9	SRA Sample SRR2566056 9	haplotype called by gretel version 0.0.8	Canada	20100325	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Montreal|20100325|Canada|86	SRA Sample SRR2566056 86	haplotype called by gretel version 0.0.8	Canada	20100325	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Lanzhou_Shi|20120101|China|411	SRA Sample ERR1018206 281	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|185	SRA Sample ERR1018206 55	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20140101|China|88	SRA Sample ERR1190578 4	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|611	SRA Sample SRR4074260 605	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Montreal|20100715|Canada|2	SRA Sample SRR2583984 2	haplotype called by gretel version 0.0.8	Canada	20100715	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Lanzhou_Shi|20140101|China|161	SRA Sample ERR1190640 2	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|92	SRA Sample ERR527107 81	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|709	SRA Sample ERR527107 698	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|404	SRA Sample SRR4074260 398	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|524	SRA Sample ERR527107 513	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1297	SRA Sample SRR4074332 408	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|931	SRA Sample ERR527135 51	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Kjellerup|20090101|Denmark|191	SRA Sample ERR209389 4	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Lanzhou_Shi|20110101|China|822	SRA Sample ERR527107 811	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|663	SRA Sample ERR527107 652	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1164	SRA Sample SRR4074332 275	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|305	SRA Sample SRR4074260 299	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|216	SRA Sample ERR1018206 86	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|883	SRA Sample SRR4074260 877	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|634	SRA Sample ERR1018206 504	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|808	SRA Sample ERR589824 62	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|137	SRA Sample ERR1018206 7	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|869	SRA Sample SRR4074260 863	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|79	SRA Sample ERR527107 68	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|951	SRA Sample ERR527135 71	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Dallas|20140616|USA|70	SRA Sample SRR3160438 70	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Courtaboeuf_Cedex|20050101|France|64	SRA Sample ERR479396 7	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Dallas|20140616|USA|116	SRA Sample SRR3160438 116	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Kjellerup|20090101|Denmark|87	SRA Sample ERR414235 1	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Lanzhou_Shi|20120101|China|5	SRA Sample ERR1018201 2	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|322	SRA Sample ERR527107 311	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|833	SRA Sample SRR4074260 827	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|1085	SRA Sample SRR4074332 196	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|902	SRA Sample ERR527135 22	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1027	SRA Sample SRR4074332 138	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|610	SRA Sample SRR4074260 604	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|374	SRA Sample SRR4074260 368	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Courtaboeuf_Cedex|20050101|France|69	SRA Sample ERR479396 12	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Roma|20130101|Italy|757	SRA Sample SRR4074260 751	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|285	SRA Sample ERR1018206 155	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|733	SRA Sample ERR527107 722	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20140101|China|123	SRA Sample ERR1190584 32	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|910	SRA Sample SRR4074332 21	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Kjellerup|20090101|Denmark|49	SRA Sample ERR321483 26	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Roma|20130101|Italy|537	SRA Sample SRR4074260 531	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Montreal|20100325|Canada|64	SRA Sample SRR2566056 64	haplotype called by gretel version 0.0.8	Canada	20100325	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Lanzhou_Shi|20110101|China|910	SRA Sample ERR527135 30	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Kjellerup|20090101|Denmark|59	SRA Sample ERR321483 36	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Roma|20130101|Italy|481	SRA Sample SRR4074260 475	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|1202	SRA Sample SRR4074332 313	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|61	SRA Sample ERR1018213 4	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|367	SRA Sample ERR527107 356	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
