#Sequence ID	name	date	latlon	primer	latitude	longitude	sample_number	location	type	country	locality	address	altitude	contact	university	sample_date	sex	note	yearmonth	method	sample	bin_id	sample_processing	Description	site	source	volunteer	sampletype	sampleid	notes	lat_lon
San_Diego|20170725|USA|1	VolunteerE_20170725	20170725	32.777199,-117.070971	A	32.777199	-117.070971				USA	San Diego							base called by phred, consensus by merger									E	Weekly	WE7		
Lanzhou_Shi|20120101|China|396	SRA Sample ERR589821 2	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Montreal|20100416|Canada|2	SRA Sample SRR2566059 2	20100416	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Madrid|20090101|Spain|13	SRA Sample ERR209824 8	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|11	SRA Sample ERR1190711 4	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Niederdorla|20100201|Germany|8	SRA Sample SRR2155368 6	20100201	51.165691,10.451526		51.165691	10.451526				Germany	Niederdorla									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|139	SRA Sample ERR1190532 6	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Niederdorla|20091101|Germany|6	SRA Sample SRR2155356 6	20091101	51.165691,10.451526		51.165691	10.451526				Germany	Niederdorla									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|722	SRA Sample ERR589770 6	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|60	SRA Sample SRR1554402 3	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Baltimore|20140623|USA|3	SRA Sample SRR4435731 3	20140623	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi|20120101|China|430	SRA Sample ERR589821 36	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|132	SRA Sample ERR209194 1	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Bethesda|20140124|USA|1	SRA Sample SRR3182126 1	20140124	38.984652,-77.094709		38.984652	-77.094709				USA	Bethesda									haplotype called by gretel version 0.0.8											38.984652 N 77.094709 W
Baltimore|20140623|USA|9	SRA Sample SRR4435731 9	20140623	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi|20120101|China|691	SRA Sample ERR1018191 17	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|526	SRA Sample ERR589821 132	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|327	SRA Sample ERR1018206 301	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Evrange|20120921|Luxembourg|1	SRA Sample SRR3313062 1	20120921	49.5,6.2		49.5	6.2				Luxembourg	Evrange									haplotype called by gretel version 0.0.8											49.5 N 6.2 E
Lanzhou_Shi|20120101|China|249	SRA Sample ERR1018206 223	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|118	SRA Sample ERR209492 1	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|593	SRA Sample ERR1018235 3	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|713	SRA Sample ERR1018191 39	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|146	SRA Sample ERR1190838 1	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Warszawa|20160126|Poland|1	Decewicz Dziewit Primer A Warsaw 20160126	20160126	52.351351,20.959269	A	52.351351	20.959269				Poland	Warszawa	Municipal Wastewater Treatment Plant Czajka, Czajki 4/6, Warsaw, 03054 Warsaw, Poland		Lukasz Dziewit	University of Warsaw																
Division_No_18|20101001|Canada|95	SRA Sample SRR1554402 38	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|183	SRA Sample ERR1018206 157	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Ghan|20120101|Australia|15	SRA Sample ERR505106 14	20120101	-25.274398,133.775136		-25.274398	133.775136				Australia	Ghan									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|29	SRA Sample ERR209824 24	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|34	SRA Sample ERR1018206 8	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|424	SRA Sample ERR589821 30	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|684	SRA Sample ERR1018191 10	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|77	SRA Sample ERR1190619 26	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|51	SRA Sample SRR1554403 51	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|329	SRA Sample ERR1018206 303	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|173	SRA Sample ERR1018206 147	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|73	SRA Sample ERR209796 2	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|189	SRA Sample ERR1190635 3	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20110101|China|15	SRA Sample ERR527104 4	20110101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|57	SRA Sample ERR414387 3	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Dallas|20140616|USA|70	SRA Sample SRR3160438 70	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Lanzhou_Shi|20120101|China|542	SRA Sample ERR589821 148	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Norman|20130101|USA|1	SRA Sample SRR1761735 1	20130101	35.21,-97.43		35.21	-97.43				USA	Norman									haplotype called by gretel version 0.0.8											35.21 N 97.43 W
Lanzhou_Shi|20120101|China|220	SRA Sample ERR1018206 194	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20110101|China|53	SRA Sample ERR528336 2	20110101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|115	SRA Sample ERR1018206 89	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20130101|China|4	SRA Sample ERR1578694 4	20130101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|78	SRA Sample ERR321293 3	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|105	SRA Sample ERR1018206 79	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Honolulu|20161212|USA|1	Hawaii A Sand Island Waste Water Treatment Plant Dec 12 2016	20161212	21.307735,-157.8824584	A	21.307735	-157.8824584				USA	Honolulu	1350 Sand Island Parkway # 3A, Honolulu, HI 96819		Olivia Nigro	Hawai'i Pacific University																
Lanzhou_Shi|20140101|China|65	SRA Sample ERR1190619 14	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|45	SRA Sample SRR1554403 45	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|147	SRA Sample ERR321212 2	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|59	SRA Sample SRR1554402 2	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Niederdorla|20120601|Germany|3	SRA Sample ERR748159 2	20120601	51.165691,10.451526		51.165691	10.451526				Germany	Niederdorla									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|3	SRA Sample ERR209558 3	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|49	SRA Sample ERR1018206 23	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|27	SRA Sample ERR209824 22	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|573	SRA Sample ERR589821 179	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|629	SRA Sample ERR589824 21	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|159	SRA Sample SRR1554402 102	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|186	SRA Sample ERR321569 1	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Dunedin|20160317|New_Zealand|1	Fineran Primer A	20160317	-45.9062333,170.4858516	A	-45.9062333	170.4858516				New_Zealand	Dunedin	10 Tahuna Rd, Otago 9013, New_Zealand		Peter Fineran	University of Otago																
Lanzhou_Shi|20110101|China|58	SRA Sample ERR527080 3	20110101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|551	SRA Sample ERR589821 157	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kostelec_nad_Orlici|20151201|Czech_Republic|1	Cinek primer A sample 20 20151201	20151201	50.1226675,16.2131856	A	50.1226675	16.2131856	375	Zastavka u Brna	post-STP, refugee camp	Czech_Republic	Kostelec nad Orlici			Ondrej Cinek	Univerzita Karlova																
Lanzhou_Shi|20120101|China|148	SRA Sample ERR1018206 122	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|54	SRA Sample SRR1554403 54	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|26	SRA Sample ERR210036 1	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|190	SRA Sample ERR321569 5	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|142	SRA Sample ERR1190532 9	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|4	SRA Sample ERR321506 4	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|458	SRA Sample ERR589821 64	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|114	SRA Sample SRR1554402 57	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20110101|China|51	SRA Sample ERR527081 2	20110101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Encinitas|20160301|USA|1	Cardiff Primer A Site 2 20160301	20160301	33.016467,-117.273686	A	33.016467	-117.273686				USA	Encinitas	San Elijo Joint Powers Authority, 2695 Manchester Avenue, Cardiff by the Sea, California 920077077		Rob Edwards	San Diego State University				201603						2						
Lanzhou_Shi|20110101|China|52	SRA Sample ERR528336 1	20110101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Edmonton|20130101|Canada|9	SRA Sample SRR2082446 3	20130101	53.520710,-113.524239		53.520710	-113.524239				Canada	Edmonton									haplotype called by gretel version 0.0.8											53.520710 N 113.524239 W
Division_No_18|20101001|Canada|38	SRA Sample SRR1554403 38	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Niederdorla|20120601|Germany|2	SRA Sample ERR748159 1	20120601	51.165691,10.451526		51.165691	10.451526				Germany	Niederdorla									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|642	SRA Sample ERR589824 34	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|87	SRA Sample ERR1018206 61	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Dallas|20140616|USA|6	SRA Sample SRR3160438 6	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Independence|20120823|USA|2	SRA Sample SRR2940942 2	20120823	37.09024,-95.712891		37.09024	-95.712891				USA	Independence									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|122	SRA Sample SRR1554402 65	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|52	SRA Sample ERR1018206 26	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Baltimore|20140623|USA|6	SRA Sample SRR4435731 6	20140623	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi|20120101|China|679	SRA Sample ERR1018191 5	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Baltimore|20140630|USA|10	SRA Sample SRR4435736 10	20140630	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Carlsbad|20151002|USA|1	Edwards Primer A Site 3 20151002	20151002	33.116202,-117.321597	A	33.116202	-117.321597				USA	Carlsbad	Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University																
Division_No_18|20101001|Canada|136	SRA Sample SRR1554402 79	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|56	SRA Sample SRR1554403 56	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|351	SRA Sample ERR1018206 325	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Dallas|20140616|USA|17	SRA Sample SRR3160438 17	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Lanzhou_Shi|20120101|China|379	SRA Sample ERR1018196 6	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Courtaboeuf_Cedex|20050101|France|2	SRA Sample ERR479384 2	20050101	46.227638,2.213749		46.227638	2.213749				France	Courtaboeuf Cedex									haplotype called by gretel version 0.0.8											
San_Diego|20170729|USA|1	VolunteerD_20170729	20170729	32.777199,-117.070971	A	32.777199	-117.070971				USA	San Diego							base called by phred, consensus by merger									D	Weekly	WD7		
St_Louis|20140724|crAssphage_A|1	crAssphage Primer A	20140724	38.6487895,-90.3107962	A	38.6487895	-90.3107962				crAssphage A	St. Louis																				
Lanzhou_Shi|20120101|China|260	SRA Sample ERR1018206 234	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|107	SRA Sample ERR1190619 56	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|40	SRA Sample ERR414235 7	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|205	SRA Sample ERR321327 1	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|44	SRA Sample ERR414235 11	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20130101|China|17	SRA Sample ERR1578622 11	20130101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|237	SRA Sample ERR321201 4	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|608	SRA Sample ERR1018233 1	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|68	SRA Sample ERR414386 1	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|660	SRA Sample ERR1018252 3	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|509	SRA Sample ERR589821 115	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Qalqilya|20151202|Israel|1	Qimron lab primer A 20151202	20151202	32.18,34.97	A	32.18	34.97				Israel	Qalqilya			Udi Qimron	Tel Aviv University			Collected in Qalqilyah													
Niederdorla|20100201|Germany|1	SRA Sample SRR2155374 1	20100201	51.165691,10.451526		51.165691	10.451526				Germany	Niederdorla									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|39	SRA Sample ERR414235 6	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|538	SRA Sample ERR589821 144	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Kjellerup|20090101|Denmark|110	SRA Sample ERR321275 20	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Madrid|20090101|Spain|39	SRA Sample ERR209793 7	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|407	SRA Sample ERR589821 13	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|331	SRA Sample ERR1018206 305	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Escondido|20151209|USA|1	Edwards Primer A Site 1 20151209	20151209	33.105788,-117.114064	A	33.105788	-117.114064				USA	Escondido	Water Quality Testing, 1521 S. Hale Avenue Escondido, CA 92029, USA		Rob Edwards	San Diego State University																
Lanzhou_Shi|20120101|China|512	SRA Sample ERR589821 118	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|37	SRA Sample ERR1018206 11	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|102	SRA Sample SRR1554402 45	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Division_No_18|20101001|Canada|111	SRA Sample SRR1554402 54	20101001	56.130366,-106.346771		56.130366	-106.346771				Canada	Division No. 18									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|368	SRA Sample ERR1018206 342	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|173	SRA Sample ERR1190953 5	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Khartoum|20160311|Sudan|1	Cinek primer A sample 256 20170421	20170421	15.5007,32.5599	A	15.5007	32.5599	256			Sudan	Khartoum			Ondrej Cinek	Univerzita Karlova	20160311															
San_Diego|20170421|USA|1	VolunteerD_20170421	20170421	32.777199,-117.070971	A	32.777199	-117.070971				USA	San Diego							base called by phred, single read									D	Pre	D1		
Kjellerup|20090101|Denmark|143	SRA Sample ERR525967 4	20090101	56.26392,9.501785		56.26392	9.501785				Denmark	Kjellerup									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|626	SRA Sample ERR589824 18	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|711	SRA Sample ERR1018191 37	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Montreal|20100113|Canada|5	SRA Sample SRR2565988 5	20100113	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Lanzhou_Shi|20120101|China|269	SRA Sample ERR1018206 243	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Houston|20130101|USA|10	SRA Sample SRR4032584 1	20130101	29.77152983140313,-95.2212444414063		29.77152983140313	-95.2212444414063				USA	Houston									haplotype called by gretel version 0.0.8											29.77152983140313 N 95.22124444140628 W
Amman|20170421|Jordan|1	Cinek primer A sample 221 20170421	20170421	31.9454,35.9284	A	31.9454	35.9284	221			Jordan	Amman			Ondrej Cinek	Univerzita Karlova																
Montreal|20100416|Canada|17	SRA Sample SRR2566059 17	20100416	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Belo_Horizonte|20160216|Brazil|1	53.Brazil.Belo_Horizonte.16-02-2016	20160216	-19.9166813,-43.9344931		-19.9166813	-43.9344931				Brazil	Belo_Horizonte																			crAssphage_A 1-1331 (100%) aligns to NODE_160_length_24981_cov_28.3814 23265-24595 with 97.370% identity	
Lanzhou_Shi|20120101|China|318	SRA Sample ERR1018206 292	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Baltimore|20140608|USA|18	SRA Sample SRR4435814 9	20140608	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Dallas|20140616|USA|4	SRA Sample SRR3160438 4	20140616	32.8094,-96.8365		32.8094	-96.8365				USA	Dallas									haplotype called by gretel version 0.0.8											32.8094 N 96.8365 W
Madrid|20090101|Spain|7	SRA Sample ERR209824 2	20090101	40.463667,-3.74922		40.463667	-3.74922				Spain	Madrid									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|683	SRA Sample ERR1018191 9	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20140101|China|64	SRA Sample ERR1190619 13	20140101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Carlsbad|20160901|USA|1	Carlsbad Primer A Site 3 20160901	20160901	33.116202,-117.321597	A	33.116202	-117.321597				USA	Carlsbad	Encina Wastewater Authority, 6200 Avenida Encinas, Carlsbad, CA 92011		Rob Edwards	San Diego State University				201609						3						
Baltimore|20140623|USA|18	SRA Sample SRR4435731 18	20140623	39.288462639338995,-76.6259459406137		39.288462639338995	-76.6259459406137				USA	Baltimore									haplotype called by gretel version 0.0.8											39.288462639338995 N 76.62594594061375 W
Roma|20130101|Italy|13	SRA Sample SRR4074296 3	20130101	41.87194,12.56738		41.87194	12.56738				Italy	Roma									haplotype called by gretel version 0.0.8											
Sherbakulskiy_rayon|20160301|Russia|1	Tyakht OM_178_A primer A	20160301	54.3933,72.4255	A	54.3933	72.4255				Russia	Sherbakulskiy rayon	Omsk, Russia		Alexander Tyakht	Federal Research and Clinical Center of Physical-Chemical Medicine																
Montreal|20101118|Canada|2	SRA Sample SRR2565925 2	20101118	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Montreal|20100715|Canada|4	SRA Sample SRR2583972 2	20100715	45.50,-73.63		45.50	-73.63				Canada	Montreal									haplotype called by gretel version 0.0.8											45.50 N 73.63 W
Lanzhou_Shi|20120101|China|673	SRA Sample ERR589547 2	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|223	SRA Sample ERR1018206 197	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|540	SRA Sample ERR589821 146	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Lanzhou_Shi|20120101|China|212	SRA Sample ERR1018206 186	20120101	35.86166,104.195397		35.86166	104.195397				China	Lanzhou Shi									haplotype called by gretel version 0.0.8											
Independence|20120823|USA|4	SRA Sample SRR2940941 2	20120823	37.09024,-95.712891		37.09024	-95.712891				USA	Independence									haplotype called by gretel version 0.0.8											
